derived_type	level	side	seg_a_start	seg_a_end	c_start	b_center_start	kind	prod_observed_at	p409_observed_at	completion_as_of	completed_seg_c_end	cstart_to_completion	structural_seg_c_span	completion_visibility_lag	p409_last_observed_at	p409_extra_after_completion	p409_state	p409_reason	p409_first_provable_at	p409_invalidated_at	p409_revisions	completion_branch
PanConsolidation/L1(lower=parser-Segment)	1	Short	92759	92905	94093	92948	Consolidation	94283	94283	94283	94156	190	63	127	94391	108	Invalidated	Some(ForceOvertake)	Some(94283)	Some(94391)	111	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L1(lower=parser-Segment)	1	Short	93510	93582	93840	92948	Consolidation	93959	93959	93959	93930	119	90	29	99999	6040	Provisional	None	None	None	6041	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L1(lower=parser-Segment)	1	Short	94526	94573	95283	94590	Consolidation	95545	95545	95545	95462	262	179	83	99999	4454	Provisional	None	None	None	4455	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L1(lower=parser-Segment)	1	Short	95060	95137	95826	95283	Consolidation	96059	96059	96059	95955	233	129	104	96102	43	Invalidated	Some(IdentityVanished)	Some(96059)	Some(96103)	46	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L1(lower=parser-Segment)	1	Short	95359	95451	96021	95451	Consolidation	96205	96205	96205	96134	184	113	71	99999	3794	Provisional	None	None	None	3795	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L1(lower=parser-Segment)	1	Short	96633	96694	97188	96703	Consolidation	97287	97287	97287	97239	99	51	48	97371	84	Invalidated	Some(ForceOvertake)	Some(97287)	Some(97371)	87	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Long	1654	2287	3223	2295	Consolidation	8179	8179	8179	3477	4956	254	4702	99999	91820	Provisional	None	None	None	91821	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Long	1654	2287	5123	2295	Consolidation	8179	8179	8179	5622	3056	499	2557	99999	91820	Provisional	None	None	None	91821	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Long	2551	2905	5622	3223	Consolidation	8179	8179	8179	5905	2557	283	2274	99999	91820	Provisional	None	None	None	91821	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Long	5123	5622	8073	5622	Consolidation	8665	8665	8665	8562	592	489	103	9564	899	Invalidated	Some(ForceOvertake)	Some(8665)	Some(9564)	902	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Long	12205	12513	15191	12513	Consolidation	16771	16771	16771	15821	1580	630	950	23134	6363	Invalidated	Some(ForceOvertake)	Some(16771)	Some(23134)	6366	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Long	19170	20037	23083	20613	Consolidation	23867	23867	23867	23825	784	742	42	99999	76132	Provisional	None	None	None	76133	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Long	30193	30430	32117	30441	Consolidation	32893	32893	32893	32475	776	358	418	99999	67106	Provisional	None	None	None	67107	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Long	30193	30430	34191	32117	Consolidation	34594	34594	34594	34509	403	318	85	99999	65405	Provisional	None	None	None	65406	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Long	32820	33270	37210	34191	Consolidation	38450	38450	38450	38425	1240	1215	25	99999	61549	Provisional	None	None	None	61550	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Long	34940	35665	38525	36413	Consolidation	38860	38860	38860	38791	335	266	69	40331	1471	Invalidated	Some(ForceOvertake)	Some(38860)	Some(40331)	1474	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Long	37803	38525	39984	38525	Consolidation	40208	40208	40208	40187	224	203	21	40453	245	Invalidated	Some(ForceOvertake)	Some(40208)	Some(40453)	248	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Long	48941	49608	51723	46318	Consolidation	52179	52179	52179	52121	456	398	58	99999	47820	Provisional	None	None	None	47821	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Long	64579	64914	65096	63188	Consolidation	65377	65377	65377	65348	281	252	29	67354	1977	Invalidated	Some(ForceOvertake)	Some(65377)	Some(67354)	1980	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Long	66433	66922	67683	65516	Consolidation	68390	68390	68390	68002	707	319	388	69227	837	Invalidated	Some(ForceOvertake)	Some(68390)	Some(69227)	840	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Long	82180	82480	83527	82483	Consolidation	85045	85045	85045	85019	1518	1492	26	99999	14954	Provisional	None	None	None	14955	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Long	82839	83155	85365	83527	Consolidation	85806	85806	85806	85777	441	412	29	99999	14193	Provisional	None	None	None	14194	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Long	86082	86470	88394	87502	Consolidation	89975	89975	89975	89937	1581	1543	38	99999	10024	Provisional	None	None	None	10025	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Long	95451	95826	98664	96703	Consolidation	99062	99062	99062	99035	398	371	27	99328	266	Invalidated	Some(ForceOvertake)	Some(99062)	Some(99328)	269	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Short	14709	15180	16724	15191	Consolidation	17447	17447	17447	17018	723	294	429	99999	82552	Provisional	None	None	None	82553	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Short	15862	16275	17785	16724	Consolidation	18406	18406	18406	18210	621	425	196	99999	81593	Provisional	None	None	None	81594	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Short	16724	17018	17399	15191	Consolidation	17600	17600	17600	17581	201	182	19	17753	153	Invalidated	Some(ForceOvertake)	Some(17600)	Some(17753)	156	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Short	17785	18387	20613	18390	Consolidation	21001	21001	21001	20910	388	297	91	27301	6300	Invalidated	Some(ForceOvertake)	Some(21001)	Some(27301)	6303	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Short	25090	25295	29176	25782	Consolidation	29499	29499	29499	29456	323	280	43	31894	2395	Invalidated	Some(ForceOvertake)	Some(29499)	Some(31894)	2398	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Short	27250	27633	29852	28182	Consolidation	30224	30224	30224	30165	372	313	59	41841	11617	Invalidated	Some(ForceOvertake)	Some(30224)	Some(41841)	11620	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Short	29852	30165	30441	28182	Consolidation	30792	30792	30792	30742	351	301	50	30903	111	Invalidated	Some(ForceOvertake)	Some(30792)	Some(30903)	114	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Short	33274	34061	36413	34191	Consolidation	37288	37288	37288	37195	875	782	93	38983	1695	Invalidated	Some(ForceOvertake)	Some(37288)	Some(38983)	1698	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Short	41414	41835	46318	42118	Consolidation	46658	46658	46658	46571	340	253	87	99999	53341	Provisional	None	Some(46658)	None	53343	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Short	52121	52545	56425	53012	Consolidation	56787	56787	56787	56740	362	315	47	58998	2211	Invalidated	Some(ForceOvertake)	Some(56787)	Some(58998)	2214	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Short	61440	62036	64944	63188	Consolidation	65145	65145	65145	65096	201	152	49	74165	9020	Invalidated	Some(ForceOvertake)	Some(65145)	Some(74165)	9023	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Short	64944	65096	65516	63188	Consolidation	65753	65753	65753	65618	237	102	135	65844	91	Invalidated	Some(ForceOvertake)	Some(65753)	Some(65844)	94	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Short	64944	65096	66937	65516	Consolidation	67210	67210	67210	67179	273	242	31	68304	1094	Invalidated	Some(ForceOvertake)	Some(67210)	Some(68304)	1097	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Short	70396	71033	71812	71033	Consolidation	72298	72298	72298	72223	486	411	75	74163	1865	Invalidated	Some(ForceOvertake)	Some(72298)	Some(74163)	1868	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Short	70396	71033	72778	71033	Consolidation	73048	73048	73048	73001	270	223	47	74163	1115	Invalidated	Some(ForceOvertake)	Some(73048)	Some(74163)	1118	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Short	72778	73334	74488	71033	Consolidation	75303	75303	75303	74621	815	133	682	99999	24696	Provisional	None	None	None	24697	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Short	72778	73334	75281	74053	Consolidation	75918	75918	75918	75883	637	602	35	99999	24081	Provisional	None	None	None	24082	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Short	74488	74621	77222	75281	Consolidation	77907	77907	77907	77473	685	251	434	99999	22092	Provisional	None	None	None	22093	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Short	83174	83501	86483	85021	Consolidation	87353	87353	87353	87258	870	775	95	99999	12646	Provisional	None	None	None	12647	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L2(lower=L1-WindowUnit)	2	Short	89953	90164	91680	90164	Consolidation	92037	92037	92037	91995	357	315	42	94002	1965	Invalidated	Some(ForceOvertake)	Some(92037)	Some(94002)	1968	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L3(lower=L2-WindowUnit)	3	Long	28182	30430	32117	16724	Consolidation	33470	33470	33470	33270	1353	1153	200	40444	6974	Invalidated	Some(ForceOvertake)	Some(33470)	Some(40444)	6977	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L3(lower=L2-WindowUnit)	3	Long	28182	30430	38525	32117	Consolidation	39348	39348	39348	39312	823	787	36	40457	1109	Invalidated	Some(ForceOvertake)	Some(39348)	Some(40457)	1112	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L3(lower=L2-WindowUnit)	3	Short	2295	3223	16724	8073	Consolidation	23577	23577	23577	18387	6853	1663	5190	99999	76422	Provisional	None	None	None	76423	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L3(lower=L2-WindowUnit)	3	Short	12513	15180	23954	16724	Consolidation	24994	24994	24994	24965	1040	1011	29	99999	75005	Provisional	None	None	None	75006	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L3(lower=L2-WindowUnit)	3	Short	23954	28179	30441	16724	Consolidation	32154	32154	32154	32117	1713	1676	37	41841	9687	Invalidated	Some(ForceOvertake)	Some(32154)	Some(41841)	9690	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L3(lower=L2-WindowUnit)	3	Short	46318	52957	56425	38525	Consolidation	59497	59497	59497	59453	3072	3028	44	80463	20966	Invalidated	Some(ForceOvertake)	Some(59497)	Some(80463)	20969	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L3(lower=L2-WindowUnit)	3	Short	56425	59517	67403	59520	Consolidation	68867	68867	68867	68825	1464	1422	42	74163	5296	Invalidated	Some(ForceOvertake)	Some(68867)	Some(74163)	5299	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
PanConsolidation/L3(lower=L2-WindowUnit)	3	Short	67403	71033	75281	59520	Consolidation	76420	76420	76420	76385	1139	1104	35	80462	4042	Invalidated	Some(ForceOvertake)	Some(76420)	Some(80462)	4045	level_view::provide_nest_candidate_events_ext/consolidation-pan -> feed_replay_bar(kind==Consolidation)
